label,detokenize
1,tolol bed sih cantik rakyat tahu tunggak pajak t cowok fujyctdel
1,salah opini tolol
1,tolol banget manusia heran
0,gue sangein anime gue tolol
1,pakai menang parah suara air mata alir kayak ya ya gue lihat lihat bahan dinangisin film pikir gue sabtu kemarin ya kayak tolol bisa tonton pikir
1,jijik sih goblok etik kayak rasa coba orang sayang rasa berani bacot tolol kayak
1,takut banget anjing banget orang otak hati nurani simpati kayak tolol nya darah daging
1,tolol goblok
1,gaji kos lumayan transportasi jakarta enak kereta listrik tj jaklingko murah jangkau mana anggur ambil
1,tolol
1,orang tolol gubernur
1,budak cinta tolol t nya gue maki eyel cinta
0,aku kotor kotor orang ya orang tolol iya tolol goblok
1,tolol kimak
1,nama astrid tolol
1,konsep nya tolol
1,salah banget cowok sama lonte lebih baik lonte bayar gratis mau dasar tolol
1,wkwk hibur baca bacot orang tolol
1,imigran yaman lawan asli pribumi negara satu republik indonesia asong khilafah bego tolol mimpi indonesia dinasti khilafah yaman
1,pilih percaya media orang orang tolol organisir suap buku ilmu tahu sejarah iman ajak hidup logis covidiyah al jahiliyah
1,urus buku butuh banget teliti pasrah orang ceroboh ya orang diri tolol ari
1,sadar goblok saham hybe atur sadar oi kakao hak tolol masalah lembaga swadaya masyarakat korup
1,kawal anak jabat tolol memek sikopat jang lolos
1,eh sih eko tolol berani bunyi t cowok jrmfaszwi
1,cape laden orang tolol sih wkwk iya salam ya calon suami calon anak homo
1,bajing ya bajing sangkut paut unsur nama tolol deh
1,malaikat gue sekolah sekolah internasional kayak mati malaikat bodoh tolol
1,tolol bego berita kesana kemari tau konteks nya
1,coba rumah mu pas keluarga mu tolol lewat
1,tunggu paksa nikah tolol coy
1,tolol banget tau mending diam
1,pergi bro tipikal orang tau terima kasih nih aduh tolol tolol
1,tolol sama
1,drun dangkal tidak apa apa bebas bicara biar cerdas dungu tolol
1,goblok erti amtara bangsa indonesia merdeka goblok pemuda indonesia satu indonesia merdeka orang tolol kayak anggap indonesia ajar sejarah indonesia arab mulu goblok haha
1,coba ngalami dijotosin apalu terima tolol
1,minggu kemarin sih agnes astrid orang tolol
0,gue kayak orang tolol tau jenis kulit
1,tolol ih
0,sagi budak cinta tolol alias bulol orang orang bilang tolol enggak akan dengar orang bosenan gaenakan bohong cuek
1,tolol banget ngentot
1,tolol
1,tolol banget mwkskdkkf
1,budak cinta tolol
1,pakar abal ganjar atas anies aduh pakar tolol
1,tolol
1,sakit iya kulit kepala tolol
1,astagfirullah sumpah ya anak tolol sih sih goblok please nyawa sakit hati orang tua korba ya allah
1,tolol kerja keras puan partai demokrasi indonesia juang ganjar gubernur jawa tengah tau pilih gubernur partai demokrasi indonesia juang usung gp tau komandan menang puan
1,banding anakodok cocok gantinjadi anakontol tolol ngeyelan
0,gue sih gue tidak pernah tolol budak cinta orang
1,tolol ya merdeka coy tolol banget beda
1,eh jual kencing onta tolol tai kasih nyawa ya bahlul permanen
1,orang tipu tolol kak
1,fokus kerja anjing biar kayak ujung tolol
0,wkwk banyak belajae sejarah felix siaw anoes nih sumpah pemuda bangsa bangsa indonesia dibiling goblok haha bekum lahir bangsa merdeka tolol haha
1,tidak ada aneh video bisa pikir tolol otak sayur kasih babi babi makan
1,tolol anjing
1,budak cinta tolol banget mikage reo
1,persis argumen nya pakai maki orang serang personal weeaboo tolol otak udang
1,tolol pelihara bego sok jelek orang puji langit pj gubernur
0,bisanyaa bilang wkwk tolol tau pas puasa tahan amarah sakit hati baca komenann netijeen
1,ledek mantan main tim tolol wkwk kaca
1,sih bungul anjing buzzer kayak sih tolol gonggong tanda sibungul butuh uang dana operasi wajah bengkak ngul
1,pancasila atur nilai nilai dunia lambang nilai nilai indonesia tolol korsel beda
1,tolol tolol
0,sih tolol beda kelompok nu baris serba guna tahan negara kelompok cingkrang hancur negara haha heran cingkrang bom bunuh otak haha
1,buzzerp anies tolol eh kontol
1,bodoh bodoh eyel eyel bodoh eyel kutip istilah koc jastin tolol tolol
0,seme tolol cakap
0,jamet tolol tahan tampang susah haha
0,gue sayang banget tolol t cowok oejewtblsf
1,mending tolol duit tolol tidak punya duit
1,slogan anti tolol tolol ketulungan
1,apansi tolol
1,rekam jejak positif konstruktif tinggal sih anies rakyat daerah khusus ibukota salam gubernur daerah khusus ibukota coba sebut tolol sebut
1,buka twitter berita orang orang tolol
1,ya biarr dibuktiin komisi berantas korupsi ppatk ribet pegawai busuk direktorat jenderal pajak menggeneralisir pegawinkaya tolol emis kuota mending
0,guling guling tolol konyol
1,najis anjing tolol banget maknya
0,wkwk tolol
1,minimal sekolah rusia anggap komunis mentang uni soviet alergi banget opini tolol
0,guling guling tolol konyol
1,amat tolol
0,wkwk tolol
0,tolol ide nya
0,bacot doang sih sisstemm tolal tolol tolal tolol kerja biar duit bayar pajak
1,banget orang tolol
1,orang tolol percaya nyata
1,ih tolol banget deh ya allah otak dengkul kah
1,kena banjir kocar kacir duk miduk kemarin gegayaan muji muji pas ngejabat dasar bujer tolol
1,haha eggy sih tolol otak udang
1,baca sih tolol
1,kaca kaca sih amuk vini ejek tau rasisin main demit tolol
1,gagagak tolol borong indikator indonesia alami lemah banding negara asean nya indonesia
1,sih sengaja masuk cor basah orang malu maaf sengaja ya tolol sih
0,wkwk tolol
1,malas tanggap orang tolol
1,tolol bawa bawa dodo pens raja madrid condong benzo tolol
1,normal generasi anak mario anda anak rasa miskin cepat generasi bapak pintar cari duit anak tolol ngehabisin duit
0,yaman ngacengan t cowok dkzuymde
0,wkwk pol pol orang tolol goblok percaya sabu bikin orang bicara lantur alas biar tahu institusi bobrok ya ajar bilang pakai putau obat atay nge lem aibon kayak nglantur bicara
1,aduh cebong tolol bahas jalan tol jalan tol jalan nasional anggar nya anggar dapat dan belanja negara
0,ya tidur selesai selesai sukebaknya tebak tebak tolol empat kak akwowkwoakak
0,raksasa raksaksa a sih o t iya a a
1,tolol lebih orang tolol
1,mas budak cinta tolol bawa duit pas pas
1,pastesan sih jhm kesal banget ckckckckck otak deh crew nya cape tolol tenaga habis plus makan hati
1,kayak bicara sih tolol sih bego
1,ah erti lelet bodoh bangak goblok idiot tolol
0,gue benar gundah nayma sedih gue kayak tolol
0,wkwk tertawa tolol
0,mjalin mitra bisnis orang tolol ya muternya dijelaskn anggap puter klarifikasi kait wawas minim dengki niat
1,tolol banget cuk
0,suka peluk
1,orang tolol kandang
1,haha sih tolol bilang
1,indonesia wasit tolol takut masak mukul kartu merah cookk cokk
1,jegal orang nyampres makan tahi sanggup tolol binti dungu ya
0,iya tau kak kakak percaya tolol main sukebak ikut
1,alah orang tolol
1,tolol banget keti
1,pamer goblok lapor harta kaya selenggara negara manipulasi lapor harta kaya selenggara negara mutlak acu bukti bapak david kelas kabag harta mana lapor lembar lapor harta kaya selenggara negara paro aduh tolol bangga
1,orang tolol ya
1,lanjut tolol
1,kontribusi tanggap isu lingkung bantu badan narkotika nasional kurang guna sabu suka curi sedot doang alias tolol banget gue beli minum kotak bagi sedot anjing
1,picek iya mata baca komen gue tolol
1,tolol bego
1,tolol cabul
1,taat tau sibuk patuh atur sekolah jam pagi berangkat sekolah biar telat kah tolol abiezz angka putus sekolah
0,otak ngacengan erti t cowok buhfengaq
1,bikin atur orang tolol
1,minat orang bumi tolol tolol
1,rupa mya gonggong anjing buzzer pecah belah bangsa pengaruh nya dengr kecuali orang tolol san dungu percaya gonggong anjing buzzer
1,tak tau malu idol konsep jiplak koar kayak orang tolol
1,buka twit berita orang tolol
0,gue kadang tolol banget
1,bahaya tolol banget
1,tolol nih mbak otak mending sekolah deh biar goblok
1,tolol makan pamer
1,gerombol koar sebut ijazah palsu bukti drun sangkut suruh habitat binatang kadrun laknat tolol lucu
1,seru banget tolol banget operasi ton sabu bawa cepu
0,rakyat anggota nu tolol
0,budak cinta budak cinta tampak tolol banget berengsek
1,awowowk layan mas orang tolol bacot
1,otak tolol negara bangkrut pusing ya rakyat presiden
0,baca kakak habis dijelasin langsung sadar tolol
0,tidak pernah tonton tolol
1,tolol banget
1,nama lihat banyak makan sasa goblok micin nya rangin tolol
1,orang tolol suka
0,eh tolol kompas deh t cowok izllytiuhq
1,resap tolol repapan
0,doa baik ku bahagia nya bahagia
0,moga lalu bahagia bahagia banding
0,ilah hamba kuat jalan hidup
0,maaf hamba ya allah
0,meh cerito mbek sopoo
1,bocah cilik tolol banget gue banting
0,cinta nya judika tolol banget sayang banget orang tolol wkwk
1,iya bocah cilik tolol sok asyik
0,dasar gue tolol kayak kali orang ya indri
1,sekolah buka pintar tolol pool
0,sekolah bisa keti ngelewatin batas tahu banget orang sumbu pendek gampang emosi tempramental pakai tolol tololin goblok goblok anak orang miris deh miris
0,seram banget anjir tolol tololin goblok goblok orang kenal dia bilang tolol goblok
1,bicara kadal gurun ya goblok eyel tuduh bukti tolol
0,pliez sebar gue enggak mau daring tolol
1,ah standar ganda tolol
0,as taurus gue aku orang bulol budak cinta tolol cape budak cinta
1,senang orang tolol
1,foto taehyung tolol
1,tolol banget
0,berita tolol
0,sih goblok dah suka susah tolol
1,tolol cowok
1,aduh tolol beda buzzer taex ngab
1,tolol pamer cil
1,manusia ngeri akhir kayak bunuh keroyok tindak kriminal aman negara tolol bikin kriminal rekam kayak bangga banget orang tolol aduh enggak paham
1,kaum usak alam tolol otak
0,sih gubernur provokator laiskodat monyet atur minum moke amp sopi minum keras lokal legalkn tolol aturnnya buru
1,tolol itu mah main orang doang wkwk
0,elus kepala doang langsung budak cinta budak cinta budak cinta budak cinta budak cinta budak cinta budak cinta tolol
1,maki batu sadar tolol wkwk
1,tuju banget gue biar gampar orang tolol negeri nih
1,lepas tidak usah budak tolol cowok
1,kaki alat transportasi yohanies gabung kadrun tolol ya sekolah masuk jam pagi suruh jalan kaki
1,sibungul tolol t cowok rwwnuohze
1,gubernur pikir goblok ya anak sekolah siap rumah jam an masuk akal sumpah tolol banget sih laiskodat
0,tinggal bilang tolol susah
1,formula e caci maki cebong tolol
1,tukerin tukerin beli tolol
1,dasar ustaz tolol sok tau urus ikn tuju ikn pindah dasar otak sendok goblok
1,guys tua lihat jadi diam tolol
1,orang gila tolol
1,kemarin selesai pj bagus klaim jelek alas situ goblok tolol jhon
1,maaf malalh gembok anak tolol emak perek lahir anak kayak
0,jelas orang gue tolol
0,banget tolol
1,tolol wkwk
1,ih tolol enggak bisa etik
0,menang lirik tolol nyanyi captain jack
0,sekolah dasar tahun wkawka aga tolol sih malu ah sekolah dasar pacar
1,tolol kader mu
1,oi celeng tolol bahas utang gas petrol pertalite banyak baca gih ngeloco kopong dengkul begog
0,jujur fase tolol enak banget inti sakit banget
1,asli tolol cebong rata dungu gabeenerga tiru anies kerja anies bagus t cowok ltiqrvsyko
0,lepas mbak prim
1,zaman anies parah tolol rukun warga iya rukun warga paham blog t cowok azjkb
0,sagi sayang cinta pasang budak cinta nya mainn mode jabanin anjir wkwk budak cinta tolol goblok suka bosenan fase bikin nyaman kayak ulang ulang
1,tolol ungkit bang
1,tolol lihat batal indonesia main maret haha dasar orang racist tolol
1,tolol anjing
1,tolol wkwk
1,cewek tolol gue alami kayak
0,baca au genre gue jabanin respons kaya gnian gue tolol banget aslidah t cowok encjwuet
0,gue gampang luluh ucap ucap tolol nih beliau serius gue kayak buset ril kah
0,
1,min koar lihat buah laku oknum pegawai pajak harta bombastis pengaruh terima pajak sih pegawai pajak rumah tolol
0,kesal susah budak cinta bikin orang tolol
1,nih contoh orang tolol nya anjir kekgiti
1,tonton enak mata cakap cakap cowok tolol
1,tolol otot banget
1,cacat hukum nama nya oi bukti salah bikin cerita lama otak nya tolol goblok
1,ih tolol
1,aduh orang orang tolol pikir tau kenal tulul
1,tolol
1,sumur resap caci maki org tolol gabenerga ya muka cebong
1,anak ogi goblok gue orang bugis malu nya tolol
1,syukur tolol
0,kangen sih lucu lucu tolol
1,teman tolol t cowok ztdbkcxmjy
1,tolol beban model pelihara sih bang
1,tolol undang orang sat
1,saran anjing buzzer kayak ngul bungul tolol nya dengar anjing buzzer kayak gonggong ngul saran
1,tua tolol banget
1,manusia tolol
1,sumpah tolol banget sih nya lo anjir
1,besok sesal kayak orang bego mukul bantal tolol
1,orang tolol buruk manusia pakai patok dasar tolol t cowok kmwzktloz
0,apasii tolol banget alas tidak ada alas kahh
1,tolol penganiyaan berat rencana otak manaa
1,dua nih sama tolol jauh model kayak anjing najis ih
0,rill gue bukti anjing tolol susah mupon
1,tolol
1,cebong tolol bro pikir calon presiden tanding
1,tolol tolol banget bocah cilik
0,tolol sih mbak ralat
1,habis nyimeng buka twit ya nih tolol
1,bebas hutang oi tolol usaha tidak ada bersih utang minimal bicara pakai otak kasihan gue fandom modal kuota bacot
0,kcj kcj
1,giring rekan cebong tolol suara
1,tolol cowok bangsat
1,sumber daya manusia nya rendah banyak orang tolol lihat bagus duduk duduk rusak bates pakai alas kaki pakai alas kaki gue larang buang sampah
0,tolol banget gue susah motoin pinggir copot
1,sizara ya nino goblok tolol nya bukti kasih lengkap
1,cewek ribet ngentot pesan tinggal anjing tolol banget
1,kampanye curang tolol
0,persis kayak jadi kelas ku eh kumpul tanggal maret iya tanggal print nya besok tanggal februari doang tolol
1,tolol banget anjir
0,iya biar cepat udahin cakap kayak orang tolol wkwk
1,keren paksa orang mabuk blokk orang tolol dunia pilih bagi
1,tolol skizo bawa keren nder goblok halu skizo kali
1,percumaa kasih tawu diya tolol
0,sumpah gue tertawa anjir baca tolol banget goblook
1,sender kontol sender kontol delete tolol anjing bosan cari kerja
1,wkwk tolol
1,tolol kadrun politik identitas sist bodoh aksara ajar
0,gue tolol banget tinggal berkas sekolah
1,jokes jorok orang bawa bawa agama tingkah kayak setan bacot ngabers tolol
1,tau enggak sih tolol
1,tolol bbft anjingwkdbkamenwkwkwkwkwkkwkwkwk
0,kodok tolol bunyi
1,xixixixi tolol abiezz tidak punya argumen bela ya malu banget identitas ungkap
1,tau tolol ih malas banget
0,semangat sender tidak ada salah tolol matang jadi alam next time nderr t cowok mbztdbcep
0,strategi tolol wnyet heum
0,salah emot tolol
1,wluv nya tolol
1,orang tolol gubernur ya
0,tolol tolol pikir hybe beli saham hybe pegang saham tinggi pikir diam kontribusi agens biar bangkrut ujung untung hybe wkwk enggak erti bisnis diam deh
1,tolol anjing
1,tolol orang sok sok an bicara kayak pikir nya
0,tolol
1,wtod angkat deh nih teman tahu tolol banget main t cowok siiudyspe
1,muncung tolol dungu bilang kerja heru tara anis
1,lagu orang tolol kayak
1,sumpah hibur banget tolol habis
0,tolol
1,cebong goblok semangat nyinyir tolol nya
0,sih tolol gue pakai meragain
1,tolol
1,malu buat tolol enta langsung mudur persib
1,sih tolol dikirimin florence wkwk
1,dijelasin baca deh tolol t cowok dvgoxanidb
0,tidak punya malu tolol
1,wkwk teori tolol
1,tolol cebong nama
1,maaf tolol sih
0,rakyat suruh rajin bayar pajak hasil tarik pajak bancak jabat wkwk tolol
1,erti manusia benci banget kucing ganggu usir buang pasar banget banget manusia ngeracunin hewan manusia suka otak dangkal tolol anjing
1,gila sinino ya sinino nya tolol ya tolol golbok orang mulu salah
0,ideal uang pajak bangun jalan jalan tol bangun jalan tol tolol bayar pajak bayar tol wp mobil roda lucu duit pajak pakai tol nikmat roda ideal bangun jalur roda
1,tolol bilang
1,cowok cowok ikut anjir kesan banci kayak buka ditengahin lihat tolol banget gedek banget lihat kayak
1,tolol anjing
1,tolol banget ya
0,patah hati sih patah hati ya tolol bang
1,goblok luap kali normalisasi pilih naturalisasi tolol borong ya drun
1,manusia tolol ya
0,teori tolol
1,kasihan sender orang tolol bin idiot paham
1,tolol banget genshin mulu otak
1,uang tolol ngeri
1,sih mau nya ajak tolol t cowok ieulcnjc
1,demit tolol anjing
0,tolol telunjuk tugas partai
1,wkwk tolol ngaceng ngaceng tidak usah cerita orang orang suka tidak usah tanggap nder
1,tipikal anggur ya akhir etik wkwk tolol goblok heran decul
0,raper oceh ya raper oceh lol tolol tololl sembah batues sih tolol
1,wkwk tolol terima fakta
1,eh tolol orang batak dosa sedia makan halal goblok pelihara
1,tolol anjing gpunya orang tua ha bodoh banget sih t cowok jhzuamnv
1,orang tolol
1,anies begitu jago suruh kerja tolol
1,tolol
1,banyak ngentot ya tolol
1,eh goblok ubah nama allah tolol hati minimal otakk
1,pacarlu tolol nder
1,iya ndengerin lagu vierra twerking alias kiara tolol
1,tolol banget asma
1,najis sinino tolol ngapai salah roy hubung nya reyna sinino ya otak nya lama goblok salah orang
1,lanjut tolol kalimat latih biar fasih ngucapkannya ingat kalimat sebut ibu ya
1,manusia tolol kayak astagfirullah setan minder laku
